000975,银泰资源,10.19,0.26,2.62
000976,华铁股份,4.58,0.13,2.92
000977,浪潮信息,15.92,-1.13,-6.63
000978,桂林旅游,5.23,0.04,0.77
000980,众泰汽车,4.33,0.00,0.00
000981,银亿股份,3.12,-0.10,-3.11
000982,*ST中绒,1.27,0.06,4.96
000983,西山煤电,5.49,0.02,0.37
000985,大庆华科,12.40,-0.07,-0.56
000988,华工科技,11.94,-0.37,-3.01
000989,九芝堂,9.81,0.23,2.40
000990,诚志股份,12.01,-0.12,-0.99
000993,闽东电力,4.57,0.00,0.00
000995,*ST皇台,5.24,-0.28,-5.07
000996,中国中期,8.36,0.12,1.46
000997,新大陆,14.64,-0.19,-1.28
000998,隆平高科,14.80,-0.09,-0.60
000999,华润三九,24.86,0.28,1.14
001696,宗申动力,4.36,0.02,0.46
001872,招商港口,15.02,-0.87,-5.48
001896,豫能控股,3.05,0.01,0.33
001965,招商公路,8.03,-0.06,-0.74
001979,招商蛇口,17.35,0.40,2.36
002001,新和成,15.01,0.21,1.42
002002,鸿达兴业,2.88,0.00,0.00
002003,伟星股份,7.02,-0.06,-0.85
002004,华邦健康,4.61,-0.09,-1.91
002005,德豪润达,2.17,0.01,0.46
002006,精功科技,5.54,0.16,2.97
002007,华兰生物,32.80,0.00,0.00
002008,大族激光,30.36,0.34,1.13
002009,天奇股份,7.56,-0.17,-2.20
002010,传化智联,6.50,0.19,3.01
002011,盾安环境,4.23,0.01,0.24
002012,凯恩股份,3.92,0.02,0.51
002013,中航机电,6.51,0.03,0.46
002014,永新股份,6.56,-0.02,-0.30
002015,霞客环保,4.76,-0.08,-1.65
002016,世荣兆业,9.02,0.03,0.33
002017,东信和平,9.31,0.64,7.38
002018,*ST华信,1.22,0.06,5.17
002019,亿帆医药,10.70,0.10,0.94
002020,京新药业,8.60,-0.09,-1.04
002021,中捷资源,3.02,0.05,1.68
002022,科华生物,9.38,0.03,0.32
002023,海特高新,10.35,-0.35,-3.27
002024,苏宁易购,9.85,0.00,0.00
002025,航天电器,21.43,0.08,0.37
002026,山东威达,5.52,0.00,0.00
002027,分众传媒,5.24,-0.09,-1.69
002028,思源电气,9.87,-0.14,-1.40
002029,七匹狼,6.20,0.07,1.14
002030,达安基因,10.16,0.65,6.83
002031,巨轮智能,1.88,0.01,0.53
002032,苏泊尔,52.50,-0.39,-0.74
002033,丽江旅游,5.67,0.03,0.53
002034,旺能环境,10.94,-0.23,-2.06
002035,华帝股份,8.85,0.04,0.45
002036,联创电子,8.60,0.29,3.49
002037,久联发展,8.08,0.20,2.54
002038,双鹭药业,24.81,-0.67,-2.63
002039,黔源电力,13.00,-0.08,-0.61
002040,南京港,7.78,0.09,1.17
002041,登海种业,5.39,-0.01,-0.19
002042,华孚时尚,5.43,-0.01,-0.18
002043,兔宝宝,5.07,0.01,0.20
002044,美年健康,14.95,0.03,0.20
002045,国光电器,4.60,-0.18,-3.77
002046,轴研科技,6.35,0.08,1.28
002047,宝鹰股份,6.85,-0.09,-1.30
002048,宁波华翔,10.43,0.19,1.86
002049,紫光国微,28.90,-0.59,-2.00
002050,三花智控,12.69,0.21,1.68
002051,中工国际,11.08,0.04,0.36
002052,同洲电子,4.13,-0.17,-3.95
002053,云南能投,6.87,-0.32,-4.45
002054,德美化工,6.27,-0.16,-2.49
002055,得润电子,9.67,-0.09,-0.92
002056,横店东磁,5.53,0.10,1.84
002057,中钢天源,5.82,0.03,0.52
002058,威尔泰,12.86,-0.06,-0.46
002059,云南旅游,5.17,0.02,0.39
002060,粤水电,2.72,0.01,0.37
002061,浙江交科,10.27,-0.08,-0.77
002062,宏润建设,3.84,0.00,0.00
002063,远光软件,5.42,0.00,0.00
002064,华峰氨纶,4.19,-0.01,-0.24
002065,东华软件,6.95,0.04,0.58
002066,瑞泰科技,7.25,0.04,0.55
002067,景兴纸业,3.51,0.07,2.03
002068,黑猫股份,5.90,-0.10,-1.67
002069,獐子岛,3.26,0.02,0.62
002071,长城影视,4.55,-0.45,-9.00
002072,凯瑞德,6.16,0.07,1.15
002073,软控股份,4.53,-0.02,-0.44
002074,国轩高科,11.56,0.23,2.03
002075,沙钢股份,8.03,-0.10,-1.23
002076,雪莱特,3.14,-0.09,-2.79
002077,大港股份,3.81,0.02,0.53
002078,太阳纸业,5.70,0.02,0.35
002079,苏州固锝,4.67,-0.13,-2.71
002080,中材科技,8.09,-0.13,-1.58
002081,金螳螂,8.10,0.10,1.25
002082,万邦德,7.38,0.00,0.00
002083,孚日股份,4.93,0.02,0.41
002084,海鸥住工,3.89,0.04,1.04
002085,万丰奥威,7.75,0.26,3.47
002086,东方海洋,4.36,0.03,0.69
002087,新野纺织,3.53,0.01,0.28
002088,鲁阳节能,8.47,-0.30,-3.42
002089,新海宜,4.30,-0.21,-4.66
002090,金智科技,16.83,0.15,0.90
002091,江苏国泰,5.60,0.03,0.54
002092,中泰化学,7.05,-0.03,-0.42
002093,国脉科技,7.29,0.00,0.00
002094,青岛金王,4.87,-0.06,-1.22
002095,生意宝,19.68,-0.02,-0.10
002096,南岭民爆,5.24,0.01,0.19
002097,山河智能,5.55,0.05,0.91
002098,浔兴股份,7.84,-0.34,-4.16
002099,海翔药业,4.52,-0.01,-0.22
002100,天康生物,4.20,0.00,0.00
002101,广东鸿图,8.09,0.08,1.00
002102,ST冠福,1.75,0.07,4.17
002103,广博股份,4.12,-0.14,-3.29
002104,恒宝股份,5.86,-0.04,-0.68
002105,信隆健康,3.98,0.10,2.58
002106,莱宝高科,6.06,-0.13,-2.10
002107,沃华医药,6.61,-0.20,-2.94
002108,沧州明珠,4.21,0.01,0.24
002109,兴化股份,3.52,0.02,0.57
002110,三钢闽光,12.79,0.02,0.16
002111,威海广泰,9.74,0.01,0.10
002112,三变科技,6.65,-0.36,-5.14
002113,天润数娱,3.75,-0.03,-0.79
002114,罗平锌电,6.66,-0.13,-1.91
002115,三维通信,9.87,-0.33,-3.24
002116,中国海诚,6.85,-0.10,-1.44
002117,东港股份,14.15,0.05,0.35
002118,紫鑫药业,4.36,0.03,0.69
002119,康强电子,8.57,0.02,0.23
002120,韵达股份,30.30,0.04,0.13
002121,科陆电子,4.60,-0.02,-0.43
002122,*ST天马,1.65,0.05,3.12
002123,梦网集团,7.13,-0.09,-1.25
002124,天邦股份,6.80,-0.11,-1.59
002125,湘潭电化,6.67,0.03,0.45
002126,银轮股份,7.44,0.00,0.00
002127,南极电商,7.52,0.26,3.58
002128,露天煤业,7.16,0.01,0.14
002129,中环股份,7.23,-0.08,-1.09
002130,沃尔核材,3.24,0.01,0.31
002131,利欧股份,1.47,0.00,0.00
002132,恒星科技,2.72,0.00,0.00
002133,广宇集团,3.45,-0.02,-0.58
002134,天津普林,5.90,0.01,0.17
002135,东南网架,4.96,0.00,0.00
002136,安纳达,8.17,0.16,2.00
002137,麦达数字,6.78,0.11,1.65
002138,顺络电子,13.84,0.29,2.14
002139,拓邦股份,3.92,-0.03,-0.76
002140,东华科技,5.76,-0.06,-1.03
002141,贤丰控股,4.33,-0.23,-5.04
002142,宁波银行,16.22,0.09,0.56
002143,印纪传媒,2.86,-0.02,-0.69
002144,宏达高科,9.80,-0.01,-0.10
002145,中核钛白,3.22,0.01,0.31
002146,荣盛发展,7.95,-0.04,-0.50
002147,ST新光,3.10,-0.06,-1.90
002148,北纬科技,5.97,-0.17,-2.77
002149,西部材料,5.31,-0.05,-0.93
002150,通润装备,6.20,0.07,1.14
002151,北斗星通,21.10,0.71,3.48
002152,广电运通,5.61,0.00,0.00
002153,石基信息,25.96,-0.05,-0.19
002154,报喜鸟,3.03,0.03,1.00
002155,湖南黄金,7.85,0.23,3.02
002156,通富微电,7.13,-0.08,-1.11
002157,正邦科技,5.31,-0.05,-0.93
002158,汉钟精机,7.17,0.08,1.13
002159,三特索道,17.58,0.05,0.29
002160,常铝股份,3.69,-0.01,-0.27
002161,远望谷,5.42,-0.07,-1.28
002162,悦心健康,2.84,-0.01,-0.35
002163,中航三鑫,5.02,0.08,1.62
002164,宁波东力,2.70,0.03,1.12
002165,红宝丽,3.45,0.00,0.00
002166,莱茵生物,6.14,-0.08,-1.29
002167,东方锆业,5.28,0.02,0.38
002168,深圳惠程,9.89,-0.01,-0.10
002169,智光电气,3.58,-0.03,-0.83
002170,芭田股份,2.92,0.01,0.34
002171,楚江新材,4.63,-0.05,-1.07
002172,澳洋健康,3.84,0.14,3.78
002173,创新医疗,7.26,0.06,0.83
002174,游族网络,18.59,0.10,0.54
002175,东方网络,3.39,0.02,0.59
002176,江特电机,5.87,0.00,0.00
002177,御银股份,3.18,-0.01,-0.31
002178,延华智能,3.67,0.03,0.82
002179,中航光电,33.68,0.27,0.81
002180,纳思达,22.92,0.51,2.28
002181,粤传媒,3.61,-0.05,-1.37
002182,云海金属,6.24,0.03,0.48
002184,海得控制,9.33,-0.34,-3.52
002185,华天科技,4.06,-0.09,-2.17
002186,全聚德,11.38,0.08,0.71
002187,广百股份,8.15,0.09,1.12
002188,*ST巴士,3.81,-0.12,-3.05
002189,利达光电,12.45,-0.09,-0.72
002190,成飞集成,16.14,0.03,0.19
002191,劲嘉股份,7.81,-0.16,-2.01
